0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.2', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'-.216049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049382716049383', '.771604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938271604938', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333', '0.', '.625', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.193333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333', '0.', '.22', '-.8e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.1', '0.', '0.', '.4', '.5', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.103364471650010477570395435690481791543342708330349879244196923200702083669207657283057370477823727003469393697850935314232287651608800514237626880912967792346411112849722682404301600623563751791576916329949673620891587291338657981160690190965625239318170529582272793167771061634014991575950453395475592335339671881004121125420886976640439315307373128947218287554532037840312112562810219660804788299224387975074927243050069590848979508008214280943652646848873167581879467169531138808173632597110127789093351290054125878568230370704738834384388866784610847488216990535738531966165167361702054792076869867556811530672395018950481861784372299061184178797222319136675050082706126381088867605318448501936861729249275563499275165916230362016262761973711524846432149944768350970856725772623771632312800573248510229251', '0.', '0.', '.124053094528946761061581889237115328211074784955180298044074277231518906422286936834936591538327070496722375357741947020271033342658191409583677823464617177207557782524421425393161382171494248618198614694036098773340740713809183303798353673043706657285166946987750964243693107310102328024847966459569689757862612611175584383632119209367400887071974372358258536147888571916392802561304835727162122303690283827806316014254353626358039356975536005992038257777350122189405245093024240791785116689048761799320224087697573550072196806491040099682440871244113738039552805802105500414688900063091251663728685722176073423801975616199901989893070821369611780908130684727201520649955078559530444740684309729127614509199123429469415449085571893562798489422388511164816525634701570180955549802784834535651773962661285445478', '.483171167561032899288836480451962508724109257517289177302380034181822890419029683815121996596648724923819223498627105049266621480343070922775847342268156948495597397894961866560096154385033001287176668672213105995757086116482021706804318480389363492950645991812763486791376094239954808921541538688454552113973283997754031083654482031281239795012418717470428048275618793781686338488597391210184388144750389968676820437311678838265078127375992681174799311194247605778971571079345498021806732852670318972145361825911106699917321732752189419641901255572624438464899572297780475191094887365106677472091002603823064097914730361058994216244620405395210614045780177914548256087679114152414489502411132095146904404380363402480261280578569930973084246745271162998507032597865692783582420205284039731471202126369893179694', '-.387530245694763252085681443767620580395733302341368038804290364448554836250601367991418638979585839080124222980403701701649674954170044887756235274563785694795435359234961742057892735650174445636838933261335863922921195946227852231976387360384224191664696927548479586403383526333360070744075376047034777087799418264542785808313327985334583808015383715832845690064255161798572212930159336537642787363693421716479215800601426479156794309012548214288042506186345440089794490286604221044790317988002332126868496543373014678335056751566294343508311063802373395773244918211711094510004924278372717184971460683253565662581241284087733574956365388124861195105776962656329969715349684636106193277392704920621456328242166291427210128090775883510094716691334241265509641643171055360991432593021572875550823609279686533377e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.124038261431833324081904585980175168140024670698633612292479844044827992494747089816653191374298801703152779002353284458419358834113449694873361137080378127897454548065508540902040297948493693380709843794050706648002433671645553598172962090409374287484485993189707200972176780579016669442564508976700234860118046651204639288957858398167120786825855603694059933077272643538883787373137159136791747904943596333458913328384672929346887777082520214026268073851836101197332165547863125967018955536137689817319586284876081546369055310983636754478692566298177105902705943374505559479501023503180534699236480641312235226253920562374611387658398052754166088305430365499367579034723660024983568995825893458118522582566040517192211938797429605632480398229943499747497527451057722740301599966402461450903143117874534013882', '0.', '0.', '0.', '.217050632197958486317846256953159942875916353757734167684656674449795487257945674366536546121671833018113838650408366004023654824674544139879718613057939448142662884356667403689776421925080221549639103764995703193065532893345817936787894973584887300452628376346308220136684866134762668383136077231335069358528047919189793932774807063166322823964130094884796415749051495740489226445069807275281570811195248304856492665227556212265641516204198931663020667805233489693580871124304941732698218542274497818057564004581543861895091923271693115193168686954816009806742614881673780225910888258040765798809431146751156372256450286805304174658279034362366860616426562549139762503073896048163232293081225483698395514535706403644825261766389797906859745413533357364732622069821768917719513810092103048158234857943858497655', '.137455792075966759812907801835048190594443990939408530842917753545018805184931015499795049999087932318257218243164696269119345555656118907070746383312444838876247502948718677646618379076624224906881626780229932988678429450775049081738076092049939079025926322072623008136187888799488597539770522049064610179287417774327918189855079886873291310670013000562416459730625216573937675275759010001679839995458980039611293400446453622278923674034790164355200299724936297154274510747304090227605944771325444249239080136278640310331997296731137149442870302005582437649309753331723319448178784476351404288609734265653238004023537493381661957905031149758621540988357818366626318941205299681253211810875798328251622642953676225499441956975683203362142049581433053799806248426624433872437646880088208966037911771104241406873e-1', '-.661095317267682844455831341498149531672668252085016565917546103246267012493997115763290667144404790123717738521483878266500699764024288654259340447896688621499528097151114020866756026165109702338796411956026790280244719867839460538003794046824438170433773755142332797285351558199810013520823999049390612334543536254596428535236550689095037234336573421905840870926004410367378421656769342692152781626918990458202260779698575753533268981363186491050805366443133817594978475490681039235513432999765442804751078564251062364610991077908057373548900352726240267252621446753239933516117773153910406929183049888525132715578353414270609471581898477003687867648472097912430917972956047545538780357922911699718547525951053680009992702311787626042115085680075119124191369723172923218776574451640937153803768893684708306851e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.914774894856882983144991846980432197088832099976660100090486407080194895342455852991818936312861669915907032399612240221238599143908596249245425794192362210063960605911432072419540856981288612548118915665114629007220754047414118152589575751966238268658048165673901474239856916894180826209760656598110978481615636114159788961558028951340184391959507906646207956602515256855424513560482161085706345060542259581094718121803139214720847759521040315357546332996843621751768882215353586386089822344771647023282017142447020218498012485971764856759444886734907933227590337798390129927756266697883727462517873215607251293273098899395447444925969182679017277088356567634818002138408791574157261006337461283519026855316021748387634028208667619706855231378778292078341717929654698178817927501695214299588217467947512512940e-1', '0.', '0.', '0.', '0.', '-.544348523717469689965754944144838611346156873847009178068317834072876815229457796606609653296683481442874348172279764527610621086314962441802093841508898446108597136189619623545506159093111491156676546069749187930216314709703900277504017231127578898752387958507395387806075107800569423264464022318662925042269152546047715052688695188061033526944101452407360355542145881616750743360229968559905790270759776408203277170567350859193634604320476385184772615951003178497717519124173690675992511817772320110929281877538286510273544669424417192382670916880031524827096633743064793851671260249171540149040292777587562603466684124096875256953651471666105540611209867770499797157504420526120337579068830385114195563642289651521723277400880588437614643032630495780125689054336366618759271097076558675337165794524784747381e-2', '.680716801688453518578515120895103863112751730758794372203951867793001325138891314924468158952645339909481095426896494227514386589192176469534088825167790616122178554389627433141191368738614996639399264072883659338938899737969745803659073388134272704051746329933042081802702720005565168714404911493045101752268885345944489501945854151573286620799224132065353090828421645205746387891515512484386079369389070200775469303037968810917652028220168697114628057551703069468141249345867446979736397912538905614871241139198865948362264531607261673027861484267939371763593271749010851077956552734568790839275178022587099740940089825490229311858599863739476741808927306273135194016474747583010417337230219968346534778495501365476899043987687545701021468143435870852143779260966175066508122016740426412474437231465960207832e-1', '.408394315582641046727306852653894780093303185664924644551239350853409146104159861174437387006416133831889930699071924200400807637553072352540069476479073701842472055331790245679381839018940753992814947486897663044686197768558652607150175258301224691716544430024379598273804787388031094740228083414071021227034239379450049304176498641589263233993567810652917498812327768610050417288402532328589815459714464785895014029221562706028086367269083862604630287104655362662986162035119633570177303092446667937293966990610794248416707744936341518945096072068515584749152605382690549837945430659246463571311097803956440522613347968752401076891079610074811653516383711286909678356086690289544435541433920178664585792255270585128763925554373289343588476478104888664752707171481276341654987759127201515547106188003900575397', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.890013652502551018954509355423841780143232697403434118692698999322398319625705801774526213645794054259638337607625402902432057217435646258655887986768024251856416206458490068543061317461351706170302640186211183952967140248886266900441700109932989327886230550706962652735661945099560202981408627168808198240800315659052419540227360462322703900617895811155415826085146192479989149872142672336704225390049483155987494392695610607670387799744959989360999185095004008773708466575006284004666004039579078385840017770833388377085639436979290892867762155181084807925846514836300309532358502033693629718102721822464019908058124812683238326486376262975637555024871356985027473592723530196527803495370885377449186897943516264663665011325004158474630746768417967527544742556320773948953978379690975319295938802223685593577e-1', '0.', '0.', '0.', '0.', '.499528226645532360197793408420692800405891149406814091955810029961198508655838141401085601963976140714894043717432439250500593167333752601057108815957123530610965900358649278735196178569892614176487563229467606729644679509346102235816776046337512254505953700496635088095603932157331017550224301452524282694776116645835552236167886454324480116223343716222325109787538727553668568207333004438104317210533416624783389555312705683840824088876150383082047582414793579637049051137574908743585246021758055653343610221048616183481188497141635266415369389251807626932312652935549333124611845695741626261468716543908552286372587697259071228102804407358270665788699725269426411158237372808300000088361736194535865498845843535354585526165411329274452772290080657862720053519369200983682995419549944532646407084007150517225e-2', '.397918238819828997341739603001347156083435060931424970826304404025070052539154965575188326583825349495391486666212730319600328552520677691288913661623801166703036866632934581234978865159488813442188650167152554229186747276363482306824966651754861734795357380136693993247550985128230160846353326213339043108064209808088942532354061067292276378908856944756024822051711079083152956178562099148300875505459027743254923009175466975390247469541711896119551448291476134354465379217958206783057546519934767507051142077649643403961292758409262633914174004252928948445900268302905980213737030733369043256948823353993952778032561684479325488535526408373766886188591073152490248877499599825336990831277757195205066908065455725774976688342365793607430288336611829586308371636817370614527622575129202399290229261605517384662', '.427930210752576611068192608300897981558240730580396406312359467842352563085381518901032598289753105354540419418982985486460624838162960439691800153301964622464399803937358172788933140238526931764826138493200477603490809898083321336674615013301816192866423963961801594999854330919006622209957555859030902676089766549117676848968453026639326941792951513000109768028353705419970748756567941130793271055181612086434282658725622640549468746710113656511875236958294695714634139278968904851633887848741580673913665757521867273287452192868608138652078951643582473088994388900675206534678126750860671703325531339031504196140544792977697199792609200308582281382125992066323015218204832210266335911610084490798992447298237070436216457868959926741426004927945689128915709400375573730874549362933349456606444585938098136164', '-.865117637557827005740277475955029103267246394128995965941585387659410993403321127343510689244642883497113469497992471554758317107672069495235403684288061163258546168863949203322367655965165086324765949779354929619373846610955580225685861031800186496621306028408248710685942165454327801966206544704426751018484357562368835243735956713737851785924981427005660904531214576933259722710843042238122789384175889782024556693904444002118299037817497220650137462500858334095075223324701557892605538995185032427489123811320023434587874466138828811838495319738046452634691018832333776995637928112231608613659807073776111545093115023646038999244679457201622963977578648366769422332258254500057737599752142523610033668131695246977721692721469161557305623309667887132724224946853804168010663968938154998193984652727222520228e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.695087624134907543112693906409809822706021061685544615255757579295375523845614260755482384416286040893542234320764864877193976972012421694589000549955442753466062191854940950927555198930328017410442779305617240994523600733490258511803341855411547412801246622665214944551967303968976439715794298948071770359541397947083247920287053071729612666541332901035979303008158135508040393061417404980707808544642594654961495291882474702735317870376836023892066598127701944471542038917741676165312833342202024013791866961961711917824038282372723990419879092650202113674569806697867151516868415682329852655032707767014795797108513206460845512629239301539435363642364384808922351338803976888319633603157889512154317586596496886860783401458446742995990773607143586010097550222826385307522270286480589856578488907108194496565e-1', '0.', '0.', '0.', '0.', '.129146941900176461970759579482746551122871751501482634045487139636788519556520086541317233282031294909231685787861575658788681708660589605488690265484214303373635447752788133792839070461962714500416878574012407367351699566278602764640527096865488230945506583846311432142319168224586099027835745278348788047744644195505006693718943558716965005344161473104301561586358701348544571275437340091402784329940834046638779908757681091168754746302584680739899556732271761890964326748164762010381370616199614954986068047547831286602882015440972125801737321861710004392455168614591269322902196846944029880002480115517617180402072805150741518323298922796837430529461360484284555809296978381987708608340110585028473289425311411987898612726195206831855409067463836971631803944321351138893566502627542452518131487553051696191', '1.53073638102311295076342566143214939031177504112433874313010619467820626538842053434310192781871583808517010852060947997527044345539398711993976060893410362098827734826467452990918670691002461291730677414447151966333858750754822030366665082093152492468313381529379971921187690098239906216557039212431045354034141250122419403835152943474576815195124566403116663830711477961950538883791155963286793315594225061954180436579399654337197313648199279582027186744862814420450097489690676075729774140222065141562642519633818885263987977718094322787695959705044358713396908750924946791958993680207587239583642182402413030394685668047757331974306410997875138069145700603588223293646752343790127206452582363187254941468048992152916588777779142967818707906340855441705112973827110236063006476161852913116095719842707983695', '.577874761129140052546751349454576715334892100418571882718036518012588478725359913211639305400981663902474967953931102898718524806066009784144563753619007036801024009953196678098285509193981104173975990575922637556620223112556762004638561633396161148010057554465339646166683496262079985795751075680013349408770233198360839196329837808433047224351302653808922836898424765700214301931442631982432901249686554041461742173334321648014251336402429650591719396969347915242066763753121401989274949633485865327581683575400265366236964640174553444679886467022266979425571877416620570587332681451130471265897182467270545395222782405202262187124354068605391332786300995853014874533835977050144422072119918292903285477864881640968958408993893361510114758470289744354211221988012256962053473751448901248551425481795264074303', '-.951294772321088980532340837388859453930924498799228648050949570131982856959106098219674135699202110548007831485166470795642223492346226724789273312544638877651591888051303205303777166803279897600135308791357465843631087608849040667579605041387515360982726922217578154498047323610644297375259918749687751035769985879663298370790771129950578625370108710175301150611697354939081920079905678788117515923944088929452475490606190602531937914712184532066154321004252958114866364065835227503508842493199396912515771942798488114247381826560054447267257313649182954117953277359015937638154884776900267873162735759644949136145345003042303096171131628457029872680694094498529273455443274071130161200841477685402234244922096587594571948548106242511691432100839341359843720596258968802120850676019775733264816721582506604951', '-.408276642965631951497484981519757463459627174520978426909934', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
