0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'-.833333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333', '1.38888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888888889', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.208333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333', '0.', '.625', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.193333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333', '0.', '.22', '-.8e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.1', '0.', '0.', '.4', '.5', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.103484561636679776672993546511910344499744798201971316606662972828198196507929074598343152717917952238995322177845051678144417198426898556929541870969144287784311155652031651937919600558516020905413336517204060388692149946814221500143816214313646701315130640580337083154822171785985054203751466614648124892147469815707888809723013861946859971757005364522689821966934761876146702428784612264538368557133524629766253442738066796731640303187303462929243786305642320005342205907161895764439749370187847878609668659464194518441069343116525737955130662456268168503726022659759893549402584209767675954122650086798354319393309790725280900476074671827430410239714862352892851310521407282449169870425010526164214020959898574706766988480580407340955443266564321640980162789604738001788484873111904824617855118321345354596142407349004794', '0.', '0.', '.122068887306407222589644082868962077139592714834162134741274656370905593732531152167544683162063621791678364814877374550915378395001920547246749437438420697683772810262865887193392374815048291585717371955798092748864354662144748683951029986001056951152683745031496157415764511221377891841095822400759540879199308333224823597226442277041094361960495500090656375612609610594854260584421938809643062087227990778458293806010186961690871329331418967415433087523686311117814983332293237588223487224413368843689688794075881150538951304704996649701943236282423547505021142679043353524602697769934023326220740717964623146555228074185648580513093621652065946306674479506220251429362908252012138370062086414396702060874356703987733434078932134623015185137958817620750394607239350802664104323544997544288366811440923856085817275606871969', '.482574490331246622475134780125688112865919023850168049679401502369641327386232154414958500512450420614795946267749552238406331065735202765892809710984942370469792617160533891510551787554473176965509733321833833748926220588488540630432589280638543255832040930897836172998130851862901934952276334107901277091365905984015403427418569087435226734161011001629782933126934829370963555292982321913180044772411562336839918346364569802392750948350607522739340171442076878255840909739777836807840618461039678025774881974127610965332048698000795840924932082770043753455337373818018778322653675006815601186248185706377235407589901628332210335810940796170803353558251140889718454519783630471907892887025440639322185680899026529655774673779734758028951052210538730521817636017714235196497745701064680985339280350044240242543996303456212219', '-.381409600015606999730886240005620205664113072478411477421969924003976747962966985569605826916145470990390987647681680216980001734811094351204952759850203855053944746775401716207281234712598849459876778513623260379171038204576744977253778600172273157403188788180978594372099661524544976810408722223667980318701587561021939524047476237272089468882233571932630481738946576437075314167173410843767296687818202278925772219389305833477515842224094686809179571104409500642191813964739736730087682060363401672632132444367268228698451978778961197294253791430619050229197674509959236876992420317821283789745422282900994839920468514604057756754215951249084143232435050574020716622207819025492971480638209483399593121363738648305767264092940453862225917329980271798469645977949583610832753825278848482265459835803126577629611683680452159e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.124380526654094412881516420868799316268491466359671423163289235462806853711761294279806971322274679796534669986176056819171396718978764863627937142414377270868747068900208354757067516691398531204324628702809843676738678764092558247621109445009581525166046975196821783778127187767827452793449316972421311198477143682039044853686646267518770180366009884965376407709350775571522375855074630848183639830602256124106743412712969657862831567474111107219374205970419475528399273003311991141807069900449353809928428761313279976089357042032189119301043386252128264223092376751062469339135736486688074099325008226188893918199057218859118702097421145771324866240017297844537949373316798686260906906291401916874867048474132867787541351907106176847722502886067014535805493172472428446516320351041999957765715029285340448745415632733226830', '0.', '0.', '0.', '.226120282197584301422238662979202901196752320742633143965144746028119620664340435602142358597644233930945887141883653982370911927477061537863316390371867563763793486899688343050874250678952345581316612687815414749922578177674251297781764410596285173782150507613187711262031519195718789594571215420868103409701031481730187959349181598282905657615606699129948264052803738145957890765759470936501260346594606752996956251105113483256509652101035458135367631596745737887573830032355541609164018234420358380288680182074677911527529947990814484078612284254375536284995749453656942694840785352252985325356116108128385481765471866465462227056751261954766627355268315589180895883242254589574788814493647069194173383399650460548264012827020563820670517717562168347830781540758825113384212399170484388802459939640116000164607436836477187', '.137885887618080880607695837016477814530969417491493385363542870947528858606155278236529760038827004906145886256795632238597387271879567144135974335788347183368558296969061752440160586541359320991315643876017924359755747820011386798237735101048808885090997308593384214442254743099269534299186898129789886018126182997792365645382782775483626416887190298312377229315154525070656903644302624533577635142273387533699357099286528431096309203271340570173826869823258770514421036386888361885514070323629183846556165129384250831369093631014311890582601313937186942536593298873748672730089712177378475437144960699016766917155440975190053731415313131237320200594364476671845074127969452633904157601090125402355702323283289577349039915138978128061125321560979160799825282692016687780443368118988588445926248624907998217799954259000728957e-1', '-.672210133996684449749399507414305856950086341525382182856199782532084903867906359673018898434179660139897814782801897196293141299453698889173706283929198935434614095214020170278350427280473728750524334392453267740950568273326332684792909904199027311635768723517756175398569017563533220323180845042467636829991267925117878699052614520884164773357265381353788777183942702412523054231190954235657168963648322780153518433340553210969470708047432632716112730659644276304190961747957789975897565176125424584529012737047423016461871975687227580379087752909316399356480259482623604415050895736999940069368318977879930212994993645538834906430333029154111100154222191887262201218382253858044556404126944040271992815620870315706819587991750143561561388232647898938226858908731468825761893303393758205733904309480166997795529218491847439e-1', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.936919065659673815530885456083005933866349695217750085655603386289346442924181510100028848385216835421171151163820384016462078768349872941502242089170787922092449015368598623969929314188458839633522783826025967485218339538671207101602458270001229712403676179720488245683542976724016589287280031065315209473573991633833320965871317390626106341191939070220688321883001379723415987746187537956891270098030746574601910292985381764813957027080990671543310444225914489722539104756375794708749583265609382655113762461081446412828229000529243541895578177822910980775474730096446316332081816838137474954387167056259213426049789478700283156758077712481361060243755636531572455132341523518528154409152831951997319137707264346789737687671248862562110723317611217659956052903485519207223816773340177989960830020381578130343678018925755722e-1', '0.', '0.', '0.', '0.', '-.613406843450510987229498995641664735620914507128858871007098606837247535532083599703508569315139234741727491506950488079533270084116984452460546977867246507820525351964696664334197858938980311609831978889996465146092679208846701440517630937687234044300132001532049285408000792652315421721915601545886917634641643104821016352372563298710687360043936072755952979199831322625551390010947683368787125827234835075052514008834795377857931379341315246062302882933526115145463900212493978272029029216729208071837113780125681978697371082642404545029184281374844844825205028622424251457315081424825704408869529956832549920164161818552267206043114815188547837985872482220116517255922614367783441004429674733686027045093690991016910369218196704828917391942012651920796370670088350910199560311454240798427159574526464636800163110149830003e-2', '.216019825625503063708860097659866573490979433278117320188667670606612864034055761436025486041767016968835758307822020132905473398040045296167547388556358813006516949312252241311246977969634034313426637916243014010938601340494495090338812699388226936748341481399770620355941129945239599953784902549421674500164486479708503255902002836471474483709850504455622833329715956326739884286675573531980612746352790297437921418527113423362286007980529967028286880472255116058604957679382808090676468717370790508326802457524212820984923396566500379691886676584115825377100468220300307938472947294305440620208807738912052650305751733219901361361054915220839395226432984159151016279416183340730886716590157087070746079266242518375313800301828314130569250516917324330672171346389316306754790607205873272346324740760749800033283250744486706', '.423695063515761937337619073960976753205867469544123532683115704105552239756119650823733987540135419109191674218138173618970924153238864526934106599577962132589716129943262135662374796473637157566592130762781626619273218770454123941178845055715795159727019493370773775202511853036154622607433523086778401001551803515229102083761863784725749028498667676522595137001254946199901303566087876778745404229389210668579685419535423626662170330377511391005277831207215968847868498119831824948441590520962836034152919706896172084791954686934272038841574621174614252266331381783552030215619294563401796201168443582303078779018183664368320267750841188955637249856322904282620176107181617723821404979811583737793655004686695229583154261895956039388781578343468953149812914342690288008897550591301924063914591125673629760573077851191708749', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.838479812409052664616968791372814085980533139224911131069334667010792262519737503487087387562733305528938373312815411761786051363370560471291639252280695490228043446765254402448029011988600995520891189692319172336848698852077834203642478500257884100667512728244717039523418794595300984442910416266530782184864046183600978921541292150714797670480832576795649093219768937167414562968164949295459774942284591228385046613643669427221978234430182003724256581731583455680819094419682389730315046687184143330106826260626190119689760697203153460873812859018397423393320362976858530773961304035316148773641889946636825868136918021924244727562961768997253364847049575854762705648977415595816978299966301930817376982307268296165903981330201856152724775666320804425906833239363192180170342269743342318008844879678528100374977352449054408e-1', '0.', '0.', '0.', '0.', '-.117949367100973814319755056031295775367961960590736150777612826887526578824879090351524335509601393969807016817313733038290621400493227213536246152300955699081718076241910174604419027646113696990558964423711157154696864683003748994741708090566820081436505794724144093253158362124560528714107264844760055850985646291368472589400249600857981841167488739429498106699149711511854708460613957405329098928557261251543041329934143237368160620121770364261356915773552678105511418087445024153303182460777609150932327184572271720367842953917006326484369210153881317138833332542294794923418777121443536987975749512782319603762178787827387001915776553789550956264177958997441710575519856909985277625213736582271831270060897765599358936029588935659612212794489816184118068913716374058988782170148390589622218574517842536631397913282802850e-1', '-.247299020568812652339473838743194598325992840353340132697498424750350108315841296583524989694351204138092299231700250971745352075955487746606523631936307784772081859665555764074326671623302366571507688656651599163132751211768520001986840147983265727691207674938911809526133951161575302320591103309973482971888274755541717004598170488794372386788078916407917254973508960646135520469791460050324832609459439291784493161279057999172722981983205097982976512334113667552740620516360400187839709790879287004246613126093908317162615867267361859605362986845733443301957211721241105146581483135432976615386568346373959556446040123803838930429990533660346949526021028366075479604333899922717471619379979744365103278885578691400869319418761841985193414468052983146270753028453271935481974341801320730811014288104881500126449729846784371', '.978080858367729012259313014081291665503740655476733940756599103749962109343737193234093999188119588968831591091083894411410930129033971291255532950550175049230074964893816549324831110234712404769245798987146507613940717213087523877416687166576486409275758035268265687857954176860731292033981608470084640702511131558350889441879543973354696933598694755759952448808697059362671347639596042337140731407094587506978270742918207736345902035772936669401252882327980670447411356369640680218419370153682054686001589474916020619249526644098604594485085871765127381335701785541729116591873806329522289171306245206613689647163748752572926007121520866954180222764771545084514426655517184460100093789945074210762132394446868393288046685141803260265708268303673864936911908845454965181361246013212023553166880301970669750091803940049701144e-1', '.217590689243420631360008651767860318344168120024782176879989346706929663046791419792133551048841176601595472162673826860770299703193269507784392877905237649468554208157705038438348176255783623336497554518290008575399018525131677483980923237460625065340484440265189904517791690273013050468489765021282704106742661606068056684115141641789113759857034612472319312352449653059121981091971182227603246721739957043325273272657853405618526791023009926277669407188238446293362446978984556937077727220976968658597342316894266553396384214965772683239851283327653534767863827333937277111017969280061349917368267762567563324085845576428094738811499610976200758697194819895489205191743009880452758759313487712578266283942828861861648974571653443818341464295557026401441478013031309271106762627422334166502103221322077902082863598712658979', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
'.615255359769428227954562389614314714333423969064821107453939756921508709933365484409663447543179432243958218046319635190129572988605879987689033278391369842701191550324466510160956942503358298017026554870357853448225870513624683097213528414690085603862243852738036250693950691813573377390286078876039830197800322386121805368073903830095837049638003869586716876512926416952261196851077168119301076924973862150074588271002654665946661865032330741899537609792423962317011107080530056232240836808111357210393974333616622564624601866744697834183601093703512064976963970801556544917022206999908900309563681726397487045564838187622737681786792333085514281472605511056578416783694398784503734705152965004080624302336377833627998352149621416954122203806495865982419357277021599625123187715177665736857677531003565012120830567137088282e-1', '0.', '0.', '0.', '0.', '.592232780324503308042990005798046524738389560444257136834989677308434797282577545500747260197122615039548054538692212442038134478728437826994033774672082597261121677419506084172726418003914785501542736759229527464426784462188753900833763067213287993358455927944965134067726528134573852246788172864793426801388764500058583478798880087223105485757867873227269211203128411002596038160548610759120918832588314771509829696798813293404398873816716141549867951120919282420270029599446465874264027080295709669378258261943603913787893907041554628774170471030112702457686823685832418272086544441727816823530727186505597791732723383367128480183047500831605355854489997259219244153228319310039709557831844397353303599177532142875195202216892564236845543774363319240271521625848039310258166210257012120539664024958289737102834186682573238e-2', '.470326159963841112217224303205894113455362530746108825010848323660160451665019356813413524586549741119516059022165312791982495652417901562991999361383815919571508220681704931919118279498412232583114037748456165801607134735139332847034236916522725344024887479589257081060134488275376168077211171822861204691463508743100777829089711204584999949250583881280812387812638544814288500649006219419202864400621592731618485801089610886713700272773774982745027913078891824347425304945743638198664253444037135339602652147320340785617170276984716784929872045430024913377882385076299929282011569636824885346692236303989399115508490923061515574776075214775297727859277655723117270747565695306117890910703141892216210018441932264476294556948703315970826516420194993102056780567294365284179455055041469360798680168844756469239242124266443783', '.299688863848679000853981837096192399136831121671781279184193685888882750409420424246054461629987533526876249070596013166975989896847117761027604479011770479349005541910046175323901463181678675941320019714938286508860253750791914445993925580176975303767660621706613925680753950354653562436267881979976678306271998639850068740438410747582659185449543511543898413717832338056774162132366462576441585688303147444375362330936803841593164574360626606957094356125685296008188823118831569998745636956960486403746948047621295760455310824886243626940765631490610147277288175831657476979445100206553104164654594115992883660922578739060406589765346091330109774873671579712698994922184845872546186840525949218582850032696616503161039358410511055489294089336668934209589199714420782624844942061112197530526902068019525344226635759433909914', '-.247656877593994914689992276329810825853958069263947095548188631748009096764790577162643925686430530774475636408811255137360212185053191763034028171807680096169585319357090320453820065687824175360901002714195654255470984458436582978571397992582751994978849689476345384936164016397137660999016779549726096271485925852130358859348767789454640027021102478192824827481347642824017482150602272733773180719974954641461057113977881082114426894705421410813410936814997947179398512315386370517067913393468070729524007357360553763047531854492388622673560214101068355666335752164053274618354249560119916355711105085726514728779992959430056797045413237677646514544645933329512055568305777404818625038498639828874711756490922136040786666104492076707224828679318356100684149884797135067631786199109247592990187043934894016696920144637338955', '.110895029771437682893999851839061714522445173600678718208624598778525250388055024503821260688489690391139431684033444504431618742594324233497195617670361628707217540885647813162376347395989154816982355444574432754659141690007306573312630069759108927113298418503501295788041474796115612809609319743707787982186794924765528359421982534511970079126210928844774245772383615508125325514391691138633941009825086477017194167036944141174404624578162221626565126295285926836453768230982554926095421057678262949557927454322096735469451930746331195338648678403625643519161608322868962149419054862338636429687177647706611903166325372132612267814153543448085516121218177200289552175145418687145752208813194611734280855510575517563353170484011126104456902701922116191624247700685125127656587458075793032222954226761129477061737208070417344', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
